doy,mint_C,maxt_C,airt_C,co2_ppm,swrad_MJm2day,vpd_kPa,precip_kgm2s,wind_spd_ms,SWC_1,SWC_1_unc,SWC_2,SWC_2_unc,SWC_3,SWC_3_unc
7,1.32285714285714,5.50285714285714,3.450625,367.040455357143,1.55942948571429,0.120066369047619,1.38888888888889E-05,3.89321428571429,44.2350892857143,4.42350892857143,43.8777976190476,4.38810493906887,46.41125,4.641125
14,-3.73857142857143,-0.984285714285714,-2.28502976190476,375.931511904762,1.84496914285714,0.0346580357142857,6.4484126984127E-06,2.59441369047619,43.1427470238095,4.31427470238095,42.304880952381,4.23082536170554,46.1987202380952,4.61987202380952
21,-6.08571428571429,-1.89714285714286,-4.04625,384.718607142857,3.0332646,0.063272619047619,1.65343915343915E-07,2.13941369047619,41.7900386904762,4.17900386904762,40.1427083333333,4.01462626413098,46.0857142857143,4.60857142857143
28,0.802857142857143,4.66714285714286,2.47690476190476,371.008476190476,2.80967065714286,0.0907169642857143,1.70304232804233E-05,3.57259821428571,43.6577619047619,4.36577619047619,43.0774404761905,4.30807526595078,46.3883035714286,4.63883035714286
35,-3.66428571428571,-0.235714285714286,-1.82005952380952,374.774964285714,2.58199842857143,0.0399488095238095,3.04232804232804E-05,2.01239285714286,43.5594970238095,4.35594970238095,42.5052678571429,4.250862462298,46.2974404761905,4.62974404761905
42,3.86857142857143,8.83571428571429,6.14386904761905,368.9701875,4.2548922,0.259366964285714,1.20701058201058E-05,3.90253571428571,44.2409107142857,4.42409107142857,43.2744047619048,4.32777018709072,46.5267857142857,4.65267857142857
49,1.36571428571429,6.89285714285714,4.07020833333333,372.144008928571,6.32048194285714,0.209209226190476,7.44047619047619E-06,2.6359880952381,43.9483988095238,4.39483988095238,42.8198511904762,4.28231832971871,46.36375,4.636375
56,-2.86142857142857,0.57,-1.05345238095238,371.710294642857,4.56417257142857,0.0859818452380952,1.33928571428571E-05,4.00507142857143,44.295681547619,4.42956815476191,43.2127380952381,4.32160399090153,46.4387797619048,4.64387797619048
63,-3.32571428571429,0.938571428571429,-1.39154761904762,377.272360119048,6.71832797142857,0.1060625,1.66997354497354E-05,2.80431845238095,43.2880595238095,4.32880595238095,41.9351785714286,4.19385809672616,46.2764880952381,4.62764880952381
70,1.74285714285714,6.05428571428571,3.66571428571429,378.013678571429,6.35055428571429,0.104807142857143,1.22354497354497E-05,2.86144047619048,44.5995714285714,4.45995714285714,43.7601488095238,4.37634093228764,46.5308928571429,4.65308928571429
